ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1466,31,blue-collar,single,secondary,no,16,no,no,cellular,7,jul,387,1,-1,0,unknown,no
1467,29,management,single,secondary,no,417,no,no,cellular,7,oct,90,1,-1,0,unknown,no
1468,41,services,married,secondary,no,3992,yes,no,telephone,20,nov,281,2,-1,0,unknown,no
1469,46,blue-collar,married,primary,no,2749,yes,no,cellular,17,nov,332,1,-1,0,unknown,no
1470,33,technician,married,secondary,no,133,no,no,cellular,4,may,218,1,-1,0,unknown,yes
1471,32,blue-collar,single,secondary,no,1721,yes,no,unknown,21,may,650,2,-1,0,unknown,no
1472,54,management,divorced,tertiary,no,2171,yes,yes,telephone,18,nov,1034,1,-1,0,unknown,yes
1473,37,services,married,secondary,no,4760,yes,no,cellular,8,may,182,2,169,2,failure,no
1474,32,technician,single,secondary,no,2979,no,no,cellular,25,may,156,1,-1,0,unknown,no
1475,43,management,married,tertiary,no,690,yes,no,cellular,6,aug,171,3,-1,0,unknown,no
1476,50,blue-collar,divorced,secondary,no,203,yes,no,telephone,19,nov,265,1,127,4,other,no
1477,34,blue-collar,married,secondary,no,322,yes,no,cellular,20,apr,10,3,-1,0,unknown,no
1478,31,admin.,divorced,secondary,no,1210,no,no,cellular,16,jul,350,1,-1,0,unknown,no
1479,43,self-employed,married,secondary,no,634,yes,no,cellular,17,nov,65,1,131,1,failure,no
1480,49,entrepreneur,married,secondary,no,273,no,no,cellular,23,jul,58,1,-1,0,unknown,no
1481,35,management,married,tertiary,no,1100,no,yes,cellular,29,jan,127,2,-1,0,unknown,no
1482,56,admin.,married,secondary,no,0,yes,no,telephone,19,nov,154,2,-1,0,unknown,no
1483,53,blue-collar,married,secondary,no,0,no,no,telephone,31,jul,36,4,-1,0,unknown,no
1484,54,entrepreneur,married,tertiary,no,1544,no,yes,cellular,5,feb,85,7,196,3,failure,no
1485,41,self-employed,married,secondary,no,28,yes,no,cellular,11,may,49,1,-1,0,unknown,no
1486,40,blue-collar,married,secondary,no,1012,yes,no,cellular,6,may,410,1,-1,0,unknown,no
1487,33,blue-collar,married,primary,no,245,yes,yes,cellular,8,may,253,3,-1,0,unknown,no
1488,33,management,single,tertiary,no,1998,no,no,cellular,19,nov,570,1,-1,0,unknown,no
1489,34,blue-collar,married,secondary,no,3990,yes,no,cellular,24,jul,633,7,-1,0,unknown,no
1490,36,services,married,secondary,no,1328,yes,no,unknown,6,jun,82,4,-1,0,unknown,no
1491,34,entrepreneur,married,tertiary,no,412,yes,yes,cellular,8,jul,164,1,-1,0,unknown,no
1492,55,management,married,primary,no,229,no,yes,unknown,9,jun,175,3,-1,0,unknown,no
1493,28,student,single,tertiary,no,1562,no,no,cellular,15,feb,659,4,-1,0,unknown,yes
1494,29,admin.,single,secondary,no,3432,yes,no,cellular,17,apr,139,2,-1,0,unknown,no
1495,31,admin.,single,secondary,no,144,yes,no,unknown,4,jul,43,11,-1,0,unknown,no
1496,52,management,married,tertiary,no,1339,yes,no,cellular,22,aug,343,5,-1,0,unknown,no
1497,43,blue-collar,married,primary,no,7727,yes,no,unknown,15,may,302,8,-1,0,unknown,no
1498,55,entrepreneur,married,secondary,no,204,no,no,cellular,14,jul,455,13,-1,0,unknown,no
1499,45,unemployed,divorced,secondary,no,728,yes,yes,cellular,18,nov,107,1,-1,0,unknown,no
1500,45,entrepreneur,married,primary,no,2418,yes,no,unknown,14,may,120,1,-1,0,unknown,no
1501,51,management,married,tertiary,no,2934,yes,no,cellular,18,nov,727,4,-1,0,unknown,no
1502,42,technician,single,secondary,no,0,yes,no,unknown,7,may,275,4,-1,0,unknown,no
1503,34,management,married,tertiary,no,176,no,no,cellular,18,aug,61,4,-1,0,unknown,no
1504,36,blue-collar,married,primary,no,49,yes,no,cellular,15,may,232,2,365,5,other,no
1505,37,blue-collar,married,secondary,no,2023,yes,no,cellular,10,jul,214,1,-1,0,unknown,no
1506,50,blue-collar,married,secondary,no,372,yes,no,telephone,11,may,21,1,-1,0,unknown,no
1507,34,blue-collar,single,primary,no,464,yes,no,cellular,18,may,173,1,299,2,other,no
1508,48,management,married,secondary,no,117,yes,no,cellular,16,apr,635,1,-1,0,unknown,no
1509,47,admin.,married,secondary,no,104,yes,yes,cellular,14,jul,77,2,-1,0,unknown,no
1510,40,management,married,tertiary,no,1041,yes,no,unknown,12,jun,73,1,-1,0,unknown,no
1511,37,management,married,tertiary,no,539,no,no,cellular,18,jan,540,2,115,3,failure,no
1512,38,blue-collar,married,primary,no,0,yes,no,unknown,3,jun,179,2,-1,0,unknown,no
1513,29,technician,single,tertiary,no,406,yes,no,cellular,17,jul,119,1,-1,0,unknown,no
1514,46,blue-collar,married,primary,no,2558,yes,no,telephone,20,nov,107,1,167,1,other,no
1515,26,blue-collar,married,secondary,no,484,yes,no,unknown,19,may,48,2,-1,0,unknown,no
1516,30,services,single,tertiary,no,3516,yes,no,unknown,29,may,447,4,-1,0,unknown,no
1517,42,blue-collar,married,secondary,no,5639,yes,no,cellular,17,jul,430,2,-1,0,unknown,no
1518,42,management,single,tertiary,no,100,no,no,cellular,7,aug,64,2,-1,0,unknown,no
1519,31,admin.,single,secondary,no,1306,yes,no,unknown,28,may,217,5,-1,0,unknown,no
1520,37,management,single,tertiary,no,815,yes,no,cellular,7,may,77,1,-1,0,unknown,no
1521,26,blue-collar,married,secondary,no,245,yes,no,unknown,26,may,16,11,-1,0,unknown,no
1522,70,retired,married,secondary,no,2815,no,no,cellular,26,apr,125,2,182,1,failure,no
1523,29,self-employed,single,secondary,no,3672,yes,yes,unknown,28,may,1210,1,-1,0,unknown,no
1524,50,services,married,secondary,no,1572,yes,no,cellular,9,jul,185,1,-1,0,unknown,no
1525,60,unemployed,divorced,secondary,no,385,yes,no,cellular,4,feb,80,1,-1,0,unknown,no
1526,32,technician,single,secondary,no,29,no,no,cellular,19,aug,156,2,-1,0,unknown,no
1527,32,technician,married,secondary,no,84,no,yes,cellular,29,jul,403,3,-1,0,unknown,no
1528,34,self-employed,single,tertiary,no,876,yes,no,cellular,17,nov,145,2,-1,0,unknown,no
1529,48,services,single,primary,no,1499,yes,no,cellular,12,may,17,7,-1,0,unknown,no
1530,25,student,married,tertiary,no,0,yes,no,cellular,9,jul,160,1,-1,0,unknown,no
1531,32,management,married,secondary,no,6217,yes,yes,cellular,18,nov,486,2,181,2,failure,no
1532,32,blue-collar,married,primary,no,329,yes,no,cellular,3,feb,321,1,-1,0,unknown,no
1533,47,admin.,divorced,secondary,no,162,yes,no,unknown,9,may,203,4,-1,0,unknown,no
1534,49,management,single,tertiary,no,151,yes,no,cellular,8,jul,97,3,-1,0,unknown,yes
1535,53,services,married,secondary,no,-2,yes,yes,cellular,16,apr,144,2,-1,0,unknown,no
1536,47,management,divorced,tertiary,no,1149,no,yes,cellular,15,jul,82,2,-1,0,unknown,no
1537,35,blue-collar,married,primary,no,11,yes,no,unknown,13,may,326,4,-1,0,unknown,no
1538,33,management,single,secondary,no,8004,no,no,cellular,19,nov,414,3,-1,0,unknown,no
1539,49,blue-collar,married,primary,no,1019,yes,no,cellular,16,apr,285,5,-1,0,unknown,no
1540,46,management,divorced,tertiary,no,1297,no,no,cellular,11,aug,716,3,-1,0,unknown,yes
1541,29,management,divorced,tertiary,no,415,yes,yes,unknown,28,may,449,4,-1,0,unknown,no
1542,58,self-employed,married,primary,no,671,yes,no,unknown,17,jun,16,3,-1,0,unknown,no
1543,40,admin.,single,secondary,no,2378,yes,no,unknown,2,jun,65,1,-1,0,unknown,no
1544,34,management,married,tertiary,no,417,yes,no,cellular,18,nov,138,1,-1,0,unknown,no
1545,60,retired,married,primary,no,71,no,no,cellular,10,jul,121,3,-1,0,unknown,no
1546,43,management,married,tertiary,no,1188,no,no,cellular,27,may,140,2,-1,0,unknown,no
1547,50,blue-collar,married,primary,no,8139,yes,no,cellular,18,aug,256,6,-1,0,unknown,no
1548,33,blue-collar,married,secondary,no,249,yes,no,cellular,31,jul,61,4,-1,0,unknown,no
1549,37,blue-collar,married,primary,no,689,yes,no,cellular,14,jul,367,2,-1,0,unknown,no
1550,55,self-employed,married,secondary,no,203,yes,no,telephone,14,may,9,5,174,12,other,no
1551,45,blue-collar,single,primary,yes,-183,no,yes,cellular,15,jul,395,4,-1,0,unknown,no
1552,47,blue-collar,married,primary,no,3451,no,yes,cellular,21,nov,125,2,-1,0,unknown,no
1553,58,technician,married,secondary,no,116,no,no,unknown,16,jun,580,3,-1,0,unknown,no
1554,36,services,married,secondary,no,1746,yes,no,cellular,7,apr,15,1,316,1,failure,no
1555,55,technician,married,secondary,no,0,yes,no,unknown,30,may,119,2,-1,0,unknown,no
1556,31,blue-collar,married,secondary,no,897,yes,no,unknown,20,may,26,2,-1,0,unknown,no
1557,38,technician,married,secondary,no,821,yes,yes,cellular,17,nov,224,2,180,1,failure,no
1558,42,blue-collar,married,secondary,no,130,yes,no,unknown,29,may,285,1,-1,0,unknown,no
1559,32,management,divorced,tertiary,no,1,yes,no,unknown,8,may,399,4,-1,0,unknown,no
1560,39,blue-collar,married,secondary,no,8,no,no,cellular,30,jul,88,3,-1,0,unknown,no
1561,41,technician,married,secondary,no,55,yes,no,cellular,6,aug,185,4,-1,0,unknown,no
1562,59,blue-collar,married,primary,no,699,no,no,cellular,28,jan,98,1,154,6,failure,no
1563,42,unemployed,divorced,secondary,no,759,no,no,cellular,28,jan,97,1,169,3,failure,no
1564,33,blue-collar,married,secondary,no,687,yes,no,cellular,14,may,72,2,370,1,failure,no
1565,53,retired,married,secondary,no,4968,no,no,cellular,6,may,109,1,87,2,failure,no
1566,43,blue-collar,married,primary,no,1211,yes,no,unknown,6,may,208,3,-1,0,unknown,no
1567,39,self-employed,single,tertiary,no,426,no,no,unknown,18,jun,1029,1,-1,0,unknown,yes
1568,27,entrepreneur,single,secondary,no,376,yes,yes,cellular,5,may,273,1,-1,0,unknown,no
1569,39,management,married,tertiary,no,12,yes,no,unknown,23,may,130,1,-1,0,unknown,no
1570,27,blue-collar,single,secondary,no,23,no,no,cellular,26,feb,590,2,-1,0,unknown,no
1571,33,admin.,married,secondary,no,353,yes,no,cellular,19,nov,107,2,-1,0,unknown,no
1572,29,services,divorced,secondary,no,330,yes,no,unknown,12,may,88,2,-1,0,unknown,no
1573,33,management,divorced,tertiary,no,0,no,no,cellular,13,aug,305,2,-1,0,unknown,no
1574,41,entrepreneur,married,secondary,no,353,no,no,cellular,19,nov,90,2,-1,0,unknown,no
1575,38,technician,single,tertiary,no,2273,yes,no,cellular,17,apr,222,1,-1,0,unknown,no
1576,30,management,married,tertiary,no,0,yes,no,cellular,9,jul,127,1,-1,0,unknown,no
1577,58,unemployed,married,tertiary,no,744,no,no,telephone,28,jan,38,1,-1,0,unknown,no
1578,37,services,single,secondary,no,608,no,no,cellular,14,may,380,3,-1,0,unknown,no
1579,36,admin.,divorced,secondary,no,356,yes,no,cellular,7,apr,244,3,313,1,failure,no
1580,45,blue-collar,married,primary,no,1291,yes,no,cellular,28,aug,189,17,-1,0,unknown,no
1581,23,technician,single,secondary,no,-306,yes,no,unknown,4,jun,217,2,-1,0,unknown,no
1582,53,blue-collar,married,primary,no,306,no,no,cellular,28,jul,388,3,181,1,success,yes
1583,44,blue-collar,married,primary,no,-312,yes,no,unknown,20,jun,22,3,-1,0,unknown,no
1584,32,technician,single,secondary,no,493,no,no,cellular,13,aug,289,2,-1,0,unknown,no
1585,32,management,married,tertiary,no,71,yes,no,cellular,21,jul,221,8,-1,0,unknown,no
1586,38,admin.,married,tertiary,no,669,yes,yes,cellular,31,jul,129,2,-1,0,unknown,no
1587,47,blue-collar,married,primary,no,556,yes,no,cellular,4,feb,147,2,264,4,other,no
1588,34,services,single,secondary,no,84,yes,no,unknown,23,may,299,1,-1,0,unknown,no
1589,52,services,married,secondary,no,108,yes,no,unknown,15,may,543,12,-1,0,unknown,no
1590,45,admin.,single,secondary,no,-11,yes,no,cellular,5,may,247,1,-1,0,unknown,no
1591,50,blue-collar,married,primary,no,1164,yes,no,unknown,8,may,166,2,-1,0,unknown,no
1592,52,blue-collar,divorced,primary,no,-191,yes,no,unknown,15,may,755,1,-1,0,unknown,yes
1593,37,blue-collar,married,secondary,no,132,no,no,unknown,27,may,336,2,-1,0,unknown,no
1594,51,blue-collar,married,secondary,no,2237,yes,no,unknown,29,may,619,1,-1,0,unknown,no
1595,32,management,married,tertiary,no,4761,yes,no,cellular,5,may,159,2,350,2,failure,no
1596,33,blue-collar,married,secondary,no,-346,yes,yes,unknown,23,may,29,3,-1,0,unknown,no
1597,28,unemployed,married,secondary,no,655,yes,no,unknown,4,jun,606,2,-1,0,unknown,no
1598,66,management,married,tertiary,no,1048,yes,no,cellular,23,jun,971,2,-1,0,unknown,no
1599,31,services,single,secondary,no,0,yes,no,unknown,28,may,231,2,-1,0,unknown,no
1600,35,blue-collar,married,primary,no,624,yes,no,unknown,7,may,163,1,-1,0,unknown,no
1601,36,admin.,single,secondary,no,1281,no,no,telephone,24,jul,119,2,-1,0,unknown,no
1602,32,technician,single,tertiary,no,569,no,yes,cellular,29,jan,348,1,-1,0,unknown,no
1603,34,blue-collar,married,primary,no,1666,yes,no,unknown,31,mar,30,1,-1,0,unknown,no
1604,40,admin.,married,secondary,no,168,yes,no,cellular,7,may,249,2,169,1,failure,no
1605,33,self-employed,married,tertiary,no,263,no,no,cellular,4,may,119,2,-1,0,unknown,no
1606,39,blue-collar,married,secondary,no,-405,yes,no,cellular,8,may,177,1,-1,0,unknown,no
1607,38,self-employed,married,secondary,no,279,yes,no,unknown,28,may,110,5,-1,0,unknown,no
1608,32,technician,single,secondary,no,0,no,no,cellular,18,aug,594,4,-1,0,unknown,yes
1609,34,unemployed,single,tertiary,no,415,no,no,cellular,12,aug,123,1,-1,0,unknown,no
1610,34,admin.,single,primary,no,0,yes,yes,cellular,6,may,172,4,-1,0,unknown,no
1611,42,blue-collar,single,primary,no,1322,yes,yes,cellular,8,jul,178,1,-1,0,unknown,no
1612,31,services,married,secondary,no,1062,yes,yes,cellular,6,apr,230,1,-1,0,unknown,no
1613,47,technician,married,secondary,no,302,yes,no,unknown,20,jun,89,3,-1,0,unknown,no
1614,44,technician,divorced,secondary,no,809,yes,no,unknown,15,may,118,4,-1,0,unknown,no
1615,38,housemaid,married,secondary,no,-278,yes,no,cellular,28,jul,143,2,-1,0,unknown,no
1616,28,management,single,tertiary,no,3238,yes,no,unknown,19,may,7,1,-1,0,unknown,no
1617,46,admin.,single,secondary,no,751,yes,no,unknown,13,may,104,2,-1,0,unknown,no
1618,51,blue-collar,divorced,primary,no,-28,no,yes,unknown,2,jul,220,2,-1,0,unknown,no
1619,42,management,divorced,tertiary,no,0,no,no,unknown,20,jun,85,2,-1,0,unknown,no
1620,37,technician,single,secondary,no,2442,no,no,cellular,16,feb,91,3,-1,0,unknown,yes
1621,58,unemployed,married,tertiary,no,1798,yes,no,cellular,5,feb,19,8,-1,0,unknown,no
1622,43,admin.,married,secondary,no,132,no,no,cellular,19,aug,574,1,84,3,success,yes
1623,36,management,single,tertiary,no,260,yes,no,cellular,7,may,49,1,-1,0,unknown,no
1624,34,blue-collar,married,secondary,no,7,yes,yes,cellular,2,feb,171,2,193,2,other,no
1625,31,management,single,tertiary,no,3283,no,no,cellular,2,feb,258,1,73,1,failure,yes
1626,54,management,married,tertiary,no,2960,yes,no,cellular,20,nov,83,1,-1,0,unknown,no
1627,29,unemployed,single,secondary,no,486,no,no,telephone,30,apr,95,1,-1,0,unknown,no
1628,51,retired,divorced,secondary,no,343,yes,no,unknown,30,may,78,2,-1,0,unknown,no
1629,40,unemployed,divorced,secondary,no,507,yes,no,cellular,2,feb,134,1,266,7,failure,no
1630,35,management,single,tertiary,no,5958,yes,no,cellular,22,mar,215,1,-1,0,unknown,yes
1631,25,student,single,secondary,no,304,no,no,cellular,26,may,226,2,-1,0,unknown,yes
1632,32,blue-collar,single,secondary,no,118,yes,no,cellular,17,jul,1275,1,-1,0,unknown,yes
1633,30,self-employed,married,secondary,no,123,no,yes,unknown,17,jul,66,1,85,5,other,no
1634,38,management,married,tertiary,no,76,yes,no,cellular,7,jul,196,3,-1,0,unknown,no
1635,46,admin.,married,secondary,no,70,yes,no,cellular,27,mar,229,2,-1,0,unknown,yes
1636,43,unemployed,married,primary,no,960,yes,yes,unknown,15,may,241,2,-1,0,unknown,no
1637,32,technician,single,tertiary,no,2185,no,no,cellular,20,nov,354,2,-1,0,unknown,no
1638,29,blue-collar,single,secondary,no,309,yes,no,cellular,11,may,471,3,-1,0,unknown,no
1639,56,blue-collar,married,secondary,no,2190,no,yes,cellular,30,jan,90,2,232,1,failure,no
1640,57,technician,married,primary,no,0,no,no,unknown,5,jun,58,8,-1,0,unknown,no
1641,38,admin.,married,secondary,no,3732,yes,no,unknown,21,may,379,2,-1,0,unknown,no
1642,51,technician,married,primary,no,1550,no,no,unknown,20,jun,12,5,-1,0,unknown,no
1643,35,admin.,single,tertiary,no,62,no,yes,cellular,30,apr,67,1,-1,0,unknown,no
1644,37,blue-collar,married,primary,no,704,no,no,unknown,18,jun,165,7,-1,0,unknown,no
1645,48,management,married,secondary,no,4415,yes,no,cellular,8,apr,1032,3,141,7,failure,yes
1646,30,blue-collar,single,secondary,yes,4,yes,no,unknown,23,may,84,3,-1,0,unknown,no
1647,60,retired,married,secondary,no,262,no,no,cellular,18,aug,393,4,-1,0,unknown,no
1648,56,management,married,secondary,no,238,yes,no,cellular,19,nov,808,1,-1,0,unknown,no
1649,45,blue-collar,married,primary,no,97,yes,no,unknown,7,may,923,3,-1,0,unknown,no
1650,38,technician,divorced,secondary,no,410,no,no,cellular,11,aug,63,6,-1,0,unknown,no
1651,20,student,single,secondary,no,1191,no,no,cellular,12,feb,274,1,-1,0,unknown,no
1652,59,retired,married,primary,no,-47,yes,no,cellular,27,aug,84,4,-1,0,unknown,no
1653,34,technician,married,tertiary,no,197,no,no,cellular,20,aug,78,3,-1,0,unknown,yes
1654,53,admin.,single,secondary,no,2398,yes,no,cellular,2,aug,317,1,180,2,failure,yes
1655,51,management,married,tertiary,no,630,yes,no,cellular,5,may,138,1,-1,0,unknown,no
1656,58,retired,married,secondary,no,235,no,no,cellular,27,aug,88,4,-1,0,unknown,no
1657,48,management,married,primary,no,1910,yes,no,unknown,29,may,413,2,-1,0,unknown,no
1658,56,management,married,tertiary,no,3172,yes,no,cellular,5,feb,139,1,-1,0,unknown,no
1659,51,blue-collar,married,primary,no,872,no,no,cellular,8,aug,82,2,-1,0,unknown,no
1660,35,blue-collar,married,secondary,no,407,yes,no,cellular,20,apr,12,6,-1,0,unknown,no
1661,40,admin.,single,secondary,no,100,yes,no,cellular,11,aug,221,1,461,1,success,yes
1662,59,housemaid,married,secondary,no,345,no,no,unknown,9,jun,38,1,-1,0,unknown,no
1663,44,management,divorced,tertiary,no,2058,no,yes,cellular,21,nov,661,1,-1,0,unknown,no
1664,49,housemaid,married,primary,no,889,no,no,telephone,7,jul,388,1,-1,0,unknown,yes
1665,35,admin.,married,tertiary,no,0,yes,no,cellular,28,jul,151,7,-1,0,unknown,no
1666,41,management,married,tertiary,no,51,no,no,cellular,25,aug,140,8,-1,0,unknown,no
1667,55,retired,married,primary,no,150,no,no,cellular,8,jul,124,1,-1,0,unknown,no
1668,51,self-employed,married,secondary,yes,34,no,yes,cellular,7,jul,200,1,-1,0,unknown,no
1669,27,services,single,secondary,no,795,no,no,cellular,6,feb,101,3,-1,0,unknown,no
1670,57,blue-collar,married,primary,no,282,no,yes,cellular,7,jul,261,12,-1,0,unknown,no
1671,51,management,single,tertiary,no,2139,no,no,cellular,17,nov,176,2,-1,0,unknown,no
1672,38,management,married,tertiary,no,-469,yes,no,unknown,16,jun,209,12,-1,0,unknown,no
1673,49,admin.,married,secondary,no,197,yes,no,cellular,13,apr,223,1,182,2,failure,yes
1674,40,technician,single,tertiary,no,825,yes,no,cellular,20,apr,38,1,335,1,other,no
1675,47,housemaid,single,tertiary,no,3232,no,no,telephone,6,oct,541,1,204,3,failure,no
1676,48,management,divorced,secondary,no,1598,yes,no,unknown,29,may,84,1,-1,0,unknown,no
1677,47,services,married,tertiary,no,871,no,no,cellular,22,aug,602,9,-1,0,unknown,no
1678,56,services,married,secondary,no,83,no,no,cellular,27,aug,26,11,-1,0,unknown,no
1679,29,management,single,tertiary,no,1445,no,no,cellular,26,apr,328,2,143,2,success,yes
1680,38,technician,married,secondary,no,226,yes,no,unknown,30,may,762,3,-1,0,unknown,yes
1681,32,management,married,tertiary,no,-55,yes,no,cellular,26,aug,107,4,-1,0,unknown,no
1682,42,admin.,single,secondary,no,243,yes,no,unknown,14,may,46,5,-1,0,unknown,no
1683,30,blue-collar,married,primary,no,-336,no,no,cellular,10,jul,128,6,-1,0,unknown,no
1684,26,admin.,single,tertiary,no,3672,yes,no,unknown,29,may,360,5,-1,0,unknown,no
1685,35,technician,married,secondary,no,0,yes,no,cellular,9,nov,524,1,96,5,success,yes
1686,35,technician,married,secondary,no,251,yes,yes,unknown,1,jul,128,3,-1,0,unknown,no
1687,35,self-employed,single,tertiary,no,44,no,no,cellular,7,sep,310,2,96,2,other,no
1688,57,blue-collar,married,secondary,no,2887,no,no,cellular,21,aug,819,10,-1,0,unknown,yes
1689,29,admin.,single,secondary,no,1992,no,no,cellular,8,jul,202,1,87,2,failure,no
1690,32,blue-collar,single,secondary,no,2,no,no,unknown,9,may,144,2,-1,0,unknown,no
